county,precinct,office,district,party,candidate,votes,absentee,early_votes,election_day
Orange,2429,Board of Equalization,4,DEM,MIKE SCHAEFER,750,378,17,355
Orange,2432,Board of Equalization,4,REP,JOEL ANDERSON,483,312,20,151
Orange,2432,Board of Equalization,4,DEM,MIKE SCHAEFER,729,430,14,285
Orange,2434,Board of Equalization,4,REP,JOEL ANDERSON,0,0,0,0
Orange,2434,Board of Equalization,4,DEM,MIKE SCHAEFER,0,0,0,0
Orange,2437,Board of Equalization,4,REP,JOEL ANDERSON,328,193,3,132
Orange,2437,Board of Equalization,4,DEM,MIKE SCHAEFER,445,279,11,155
Orange,2440,Board of Equalization,4,REP,JOEL ANDERSON,277,181,1,95
Orange,2440,Board of Equalization,4,DEM,MIKE SCHAEFER,372,196,11,165
Orange,2441,Board of Equalization,4,REP,JOEL ANDERSON,34,33,1,0
Orange,2441,Board of Equalization,4,DEM,MIKE SCHAEFER,76,71,4,1
Orange,2443,Board of Equalization,4,REP,JOEL ANDERSON,452,297,4,151
Orange,2443,Board of Equalization,4,DEM,MIKE SCHAEFER,544,314,10,220
Orange,2448,Board of Equalization,4,REP,JOEL ANDERSON,290,176,7,107
Orange,2448,Board of Equalization,4,DEM,MIKE SCHAEFER,715,425,14,276
Orange,2450,Board of Equalization,4,REP,JOEL ANDERSON,226,168,0,58
Orange,2450,Board of Equalization,4,DEM,MIKE SCHAEFER,443,294,5,144
Orange,2453,Board of Equalization,4,REP,JOEL ANDERSON,256,136,4,116
Orange,2453,Board of Equalization,4,DEM,MIKE SCHAEFER,161,80,3,78
Orange,2457,Board of Equalization,4,REP,JOEL ANDERSON,319,217,5,97
Orange,2457,Board of Equalization,4,DEM,MIKE SCHAEFER,617,349,22,246
Orange,2459,Board of Equalization,4,REP,JOEL ANDERSON,7,7,0,0
Orange,2459,Board of Equalization,4,DEM,MIKE SCHAEFER,7,7,0,0
Orange,2460,Board of Equalization,4,REP,JOEL ANDERSON,0,0,0,0
Orange,2460,Board of Equalization,4,DEM,MIKE SCHAEFER,0,0,0,0
Orange,2701,Board of Equalization,4,REP,JOEL ANDERSON,455,320,5,130
Orange,2701,Board of Equalization,4,DEM,MIKE SCHAEFER,560,318,14,228
Orange,2702,Board of Equalization,4,REP,JOEL ANDERSON,310,187,5,118
Orange,2702,Board of Equalization,4,DEM,MIKE SCHAEFER,363,181,6,176
Orange,2703,Board of Equalization,4,REP,JOEL ANDERSON,883,589,3,291
Orange,2703,Board of Equalization,4,DEM,MIKE SCHAEFER,415,267,9,139
Orange,2704,Board of Equalization,4,REP,JOEL ANDERSON,1056,656,12,388
Orange,2704,Board of Equalization,4,DEM,MIKE SCHAEFER,736,464,14,258
Orange,2705,Board of Equalization,4,REP,JOEL ANDERSON,327,206,9,112
Orange,2705,Board of Equalization,4,DEM,MIKE SCHAEFER,978,567,19,392
Orange,2707,Board of Equalization,4,REP,JOEL ANDERSON,425,268,6,151
Orange,2707,Board of Equalization,4,DEM,MIKE SCHAEFER,856,533,10,313
Orange,2708,Board of Equalization,4,REP,JOEL ANDERSON,351,190,1,160
Orange,2708,Board of Equalization,4,DEM,MIKE SCHAEFER,386,223,3,160
Orange,2709,Board of Equalization,4,REP,JOEL ANDERSON,526,312,9,205
Orange,2709,Board of Equalization,4,DEM,MIKE SCHAEFER,827,480,18,329
Orange,2710,Board of Equalization,4,REP,JOEL ANDERSON,832,542,13,277
Orange,2710,Board of Equalization,4,DEM,MIKE SCHAEFER,722,395,19,308
Orange,5302,Board of Equalization,4,REP,JOEL ANDERSON,385,229,5,151
Orange,5302,Board of Equalization,4,DEM,MIKE SCHAEFER,212,118,5,89
Orange,5303,Board of Equalization,4,REP,JOEL ANDERSON,493,314,2,177
Orange,5303,Board of Equalization,4,DEM,MIKE SCHAEFER,481,254,10,217
Orange,5307,Board of Equalization,4,REP,JOEL ANDERSON,633,406,5,222
Orange,5307,Board of Equalization,4,DEM,MIKE SCHAEFER,486,278,11,197
Orange,5308,Board of Equalization,4,REP,JOEL ANDERSON,657,408,6,243
Orange,5308,Board of Equalization,4,DEM,MIKE SCHAEFER,643,398,9,236
Orange,5311,Board of Equalization,4,REP,JOEL ANDERSON,818,526,2,290
Orange,5311,Board of Equalization,4,DEM,MIKE SCHAEFER,659,388,3,268
Orange,5319,Board of Equalization,4,REP,JOEL ANDERSON,285,168,2,115
Orange,5319,Board of Equalization,4,DEM,MIKE SCHAEFER,311,181,6,124
Orange,5333,Board of Equalization,4,REP,JOEL ANDERSON,50,49,0,1
Orange,5333,Board of Equalization,4,DEM,MIKE SCHAEFER,19,19,0,0
Orange,5334,Board of Equalization,4,REP,JOEL ANDERSON,165,116,0,49
Orange,5334,Board of Equalization,4,DEM,MIKE SCHAEFER,123,70,0,53
Orange,5335,Board of Equalization,4,REP,JOEL ANDERSON,0,0,0,0
Orange,5335,Board of Equalization,4,DEM,MIKE SCHAEFER,0,0,0,0
Orange,5336,Board of Equalization,4,REP,JOEL ANDERSON,0,0,0,0
Orange,5336,Board of Equalization,4,DEM,MIKE SCHAEFER,0,0,0,0
Orange,5337,Board of Equalization,4,REP,JOEL ANDERSON,0,0,0,0
Orange,5337,Board of Equalization,4,DEM,MIKE SCHAEFER,0,0,0,0
Orange,5339,Board of Equalization,4,REP,JOEL ANDERSON,682,474,8,200
Orange,5339,Board of Equalization,4,DEM,MIKE SCHAEFER,551,380,7,164
Orange,5340,Board of Equalization,4,REP,JOEL ANDERSON,724,424,9,291
Orange,5340,Board of Equalization,4,DEM,MIKE SCHAEFER,493,319,6,168
Orange,5379,Board of Equalization,4,REP,JOEL ANDERSON,235,156,4,75
Orange,5379,Board of Equalization,4,DEM,MIKE SCHAEFER,249,158,1,90
Orange,5381,Board of Equalization,4,REP,JOEL ANDERSON,976,656,8,312
Orange,5381,Board of Equalization,4,DEM,MIKE SCHAEFER,728,456,9,263
Orange,5384,Board of Equalization,4,REP,JOEL ANDERSON,340,188,0,152
Orange,5384,Board of Equalization,4,DEM,MIKE SCHAEFER,196,102,7,87
Orange,5388,Board of Equalization,4,REP,JOEL ANDERSON,247,156,3,88
Orange,5388,Board of Equalization,4,DEM,MIKE SCHAEFER,314,174,11,129
Orange,5389,Board of Equalization,4,REP,JOEL ANDERSON,179,99,0,80
Orange,5389,Board of Equalization,4,DEM,MIKE SCHAEFER,74,28,0,46
Orange,5391,Board of Equalization,4,REP,JOEL ANDERSON,1,0,0,1
Orange,5391,Board of Equalization,4,DEM,MIKE SCHAEFER,0,0,0,0
Orange,5392,Board of Equalization,4,REP,JOEL ANDERSON,71,70,0,1
Orange,5392,Board of Equalization,4,DEM,MIKE SCHAEFER,30,30,0,0
Orange,5396,Board of Equalization,4,REP,JOEL ANDERSON,59,56,2,1
Orange,5396,Board of Equalization,4,DEM,MIKE SCHAEFER,45,43,0,2
Orange,5397,Board of Equalization,4,REP,JOEL ANDERSON,467,210,3,254
Orange,5397,Board of Equalization,4,DEM,MIKE SCHAEFER,341,179,2,160
Orange,5398,Board of Equalization,4,REP,JOEL ANDERSON,0,0,0,0
Orange,5398,Board of Equalization,4,DEM,MIKE SCHAEFER,0,0,0,0
Orange,5701,Board of Equalization,4,REP,JOEL ANDERSON,1024,612,15,397
Orange,5701,Board of Equalization,4,DEM,MIKE SCHAEFER,806,478,15,313
Orange,5702,Board of Equalization,4,REP,JOEL ANDERSON,1125,713,9,403
Orange,5702,Board of Equalization,4,DEM,MIKE SCHAEFER,656,401,10,245
Orange,6200,Board of Equalization,4,REP,JOEL ANDERSON,0,0,0,0
Orange,6200,Board of Equalization,4,DEM,MIKE SCHAEFER,0,0,0,0
Orange,6204,Board of Equalization,4,REP,JOEL ANDERSON,4,4,0,0
Orange,6204,Board of Equalization,4,DEM,MIKE SCHAEFER,0,0,0,0
Orange,6205,Board of Equalization,4,REP,JOEL ANDERSON,0,0,0,0
Orange,6205,Board of Equalization,4,DEM,MIKE SCHAEFER,0,0,0,0
Orange,7092,Board of Equalization,4,REP,JOEL ANDERSON,52,42,0,10
Orange,7092,Board of Equalization,4,DEM,MIKE SCHAEFER,118,80,1,37
Orange,7093,Board of Equalization,4,REP,JOEL ANDERSON,9,7,0,2
Orange,7093,Board of Equalization,4,DEM,MIKE SCHAEFER,53,48,2,3
Orange,7094,Board of Equalization,4,REP,JOEL ANDERSON,89,45,1,43
Orange,7094,Board of Equalization,4,DEM,MIKE SCHAEFER,139,67,4,68
Orange,7095,Board of Equalization,4,REP,JOEL ANDERSON,41,38,0,3
Orange,7095,Board of Equalization,4,DEM,MIKE SCHAEFER,44,44,0,0
Orange,7098,Board of Equalization,4,REP,JOEL ANDERSON,76,56,1,19
Orange,7098,Board of Equalization,4,DEM,MIKE SCHAEFER,126,85,5,36
Orange,7101,Board of Equalization,4,REP,JOEL ANDERSON,178,120,1,57
Orange,7101,Board of Equalization,4,DEM,MIKE SCHAEFER,459,235,5,219
Orange,7104,Board of Equalization,4,REP,JOEL ANDERSON,93,57,0,36
Orange,7104,Board of Equalization,4,DEM,MIKE SCHAEFER,249,124,0,125
Orange,7106,Board of Equalization,4,REP,JOEL ANDERSON,201,137,2,62
Orange,7106,Board of Equalization,4,DEM,MIKE SCHAEFER,238,151,2,85
Orange,7108,Board of Equalization,4,REP,JOEL ANDERSON,319,200,2,117
Orange,7108,Board of Equalization,4,DEM,MIKE SCHAEFER,538,314,8,216
Orange,7109,Board of Equalization,4,REP,JOEL ANDERSON,195,105,2,88
Orange,7109,Board of Equalization,4,DEM,MIKE SCHAEFER,315,171,4,140
Orange,7110,Board of Equalization,4,REP,JOEL ANDERSON,293,214,4,75
Orange,7110,Board of Equalization,4,DEM,MIKE SCHAEFER,318,191,7,120
Orange,7112,Board of Equalization,4,REP,JOEL ANDERSON,340,199,4,137
Orange,7112,Board of Equalization,4,DEM,MIKE SCHAEFER,798,415,12,371
Orange,7121,Board of Equalization,4,REP,JOEL ANDERSON,87,62,0,25
Orange,7121,Board of Equalization,4,DEM,MIKE SCHAEFER,86,47,2,37
Orange,7122,Board of Equalization,4,REP,JOEL ANDERSON,459,286,2,171
Orange,7122,Board of Equalization,4,DEM,MIKE SCHAEFER,440,239,5,196
Orange,7123,Board of Equalization,4,REP,JOEL ANDERSON,104,74,1,29
Orange,7123,Board of Equalization,4,DEM,MIKE SCHAEFER,172,95,5,72
Orange,7124,Board of Equalization,4,REP,JOEL ANDERSON,69,52,0,17
Orange,7124,Board of Equalization,4,DEM,MIKE SCHAEFER,86,55,1,30
Orange,7125,Board of Equalization,4,REP,JOEL ANDERSON,15,14,1,0
Orange,7125,Board of Equalization,4,DEM,MIKE SCHAEFER,25,21,3,1
Orange,7126,Board of Equalization,4,REP,JOEL ANDERSON,454,319,6,129
Orange,7126,Board of Equalization,4,DEM,MIKE SCHAEFER,467,275,6,186
Orange,7127,Board of Equalization,4,REP,JOEL ANDERSON,68,62,2,4
Orange,7127,Board of Equalization,4,DEM,MIKE SCHAEFER,58,54,0,4
Orange,7129,Board of Equalization,4,REP,JOEL ANDERSON,74,71,2,1
Orange,7129,Board of Equalization,4,DEM,MIKE SCHAEFER,87,85,0,2
Orange,7130,Board of Equalization,4,REP,JOEL ANDERSON,5,5,0,0
Orange,7130,Board of Equalization,4,DEM,MIKE SCHAEFER,12,12,0,0
Orange,7131,Board of Equalization,4,REP,JOEL ANDERSON,94,46,0,48
Orange,7131,Board of Equalization,4,DEM,MIKE SCHAEFER,105,58,6,41
Orange,7133,Board of Equalization,4,REP,JOEL ANDERSON,52,51,1,0
Orange,7133,Board of Equalization,4,DEM,MIKE SCHAEFER,69,63,2,4
Orange,7134,Board of Equalization,4,REP,JOEL ANDERSON,77,48,0,29
Orange,7134,Board of Equalization,4,DEM,MIKE SCHAEFER,190,108,1,81
Orange,7135,Board of Equalization,4,REP,JOEL ANDERSON,193,117,1,75
Orange,7135,Board of Equalization,4,DEM,MIKE SCHAEFER,136,88,1,47
Orange,7136,Board of Equalization,4,REP,JOEL ANDERSON,4,4,0,0
Orange,7136,Board of Equalization,4,DEM,MIKE SCHAEFER,8,8,0,0
Orange,7137,Board of Equalization,4,REP,JOEL ANDERSON,61,61,0,0
Orange,7137,Board of Equalization,4,DEM,MIKE SCHAEFER,71,69,2,0
Orange,7138,Board of Equalization,4,REP,JOEL ANDERSON,305,185,0,120
Orange,7138,Board of Equalization,4,DEM,MIKE SCHAEFER,268,171,4,93
Orange,7139,Board of Equalization,4,REP,JOEL ANDERSON,13,13,0,0
Orange,7139,Board of Equalization,4,DEM,MIKE SCHAEFER,18,18,0,0
Orange,7140,Board of Equalization,4,REP,JOEL ANDERSON,238,160,0,78
Orange,7140,Board of Equalization,4,DEM,MIKE SCHAEFER,186,109,2,75
Orange,7142,Board of Equalization,4,REP,JOEL ANDERSON,0,0,0,0
Orange,7142,Board of Equalization,4,DEM,MIKE SCHAEFER,0,0,0,0
Orange,7145,Board of Equalization,4,REP,JOEL ANDERSON,191,124,1,66
Orange,7145,Board of Equalization,4,DEM,MIKE SCHAEFER,184,112,6,66
Orange,7146,Board of Equalization,4,REP,JOEL ANDERSON,106,59,2,45
Orange,7146,Board of Equalization,4,DEM,MIKE SCHAEFER,88,49,1,38
Orange,7147,Board of Equalization,4,REP,JOEL ANDERSON,97,60,0,37
Orange,7147,Board of Equalization,4,DEM,MIKE SCHAEFER,132,84,1,47
Orange,7148,Board of Equalization,4,REP,JOEL ANDERSON,15,15,0,0
Orange,7148,Board of Equalization,4,DEM,MIKE SCHAEFER,11,9,1,1
Orange,7149,Board of Equalization,4,REP,JOEL ANDERSON,265,167,5,93
Orange,7149,Board of Equalization,4,DEM,MIKE SCHAEFER,208,143,2,63
Orange,7151,Board of Equalization,4,REP,JOEL ANDERSON,200,130,1,69
Orange,7151,Board of Equalization,4,DEM,MIKE SCHAEFER,228,129,4,95
Orange,7152,Board of Equalization,4,REP,JOEL ANDERSON,359,190,8,161
Orange,7152,Board of Equalization,4,DEM,MIKE SCHAEFER,311,175,1,135
Orange,7158,Board of Equalization,4,REP,JOEL ANDERSON,140,77,0,63
Orange,7158,Board of Equalization,4,DEM,MIKE SCHAEFER,145,85,1,59
Orange,7159,Board of Equalization,4,REP,JOEL ANDERSON,238,158,1,79
Orange,7159,Board of Equalization,4,DEM,MIKE SCHAEFER,176,104,0,72
Orange,7161,Board of Equalization,4,REP,JOEL ANDERSON,133,76,0,57
Orange,7161,Board of Equalization,4,DEM,MIKE SCHAEFER,92,65,3,24
Orange,7166,Board of Equalization,4,REP,JOEL ANDERSON,612,358,4,250
Orange,7166,Board of Equalization,4,DEM,MIKE SCHAEFER,797,439,10,348
Orange,7167,Board of Equalization,4,REP,JOEL ANDERSON,609,422,6,181
Orange,7167,Board of Equalization,4,DEM,MIKE SCHAEFER,637,428,6,203
Orange,7170,Board of Equalization,4,REP,JOEL ANDERSON,196,111,2,83
Orange,7170,Board of Equalization,4,DEM,MIKE SCHAEFER,196,93,5,98
Orange,7172,Board of Equalization,4,REP,JOEL ANDERSON,26,25,0,1
Orange,7172,Board of Equalization,4,DEM,MIKE SCHAEFER,85,76,1,8
Orange,7174,Board of Equalization,4,REP,JOEL ANDERSON,239,163,5,71
Orange,7174,Board of Equalization,4,DEM,MIKE SCHAEFER,233,144,4,85
Orange,7176,Board of Equalization,4,REP,JOEL ANDERSON,426,235,2,189
Orange,7176,Board of Equalization,4,DEM,MIKE SCHAEFER,443,251,5,187
Orange,7177,Board of Equalization,4,REP,JOEL ANDERSON,1,1,0,0
Orange,7177,Board of Equalization,4,DEM,MIKE SCHAEFER,6,5,0,1
Orange,7180,Board of Equalization,4,REP,JOEL ANDERSON,179,113,1,65
Orange,7180,Board of Equalization,4,DEM,MIKE SCHAEFER,137,82,4,51
Orange,7181,Board of Equalization,4,REP,JOEL ANDERSON,12,10,0,2
Orange,7181,Board of Equalization,4,DEM,MIKE SCHAEFER,26,25,0,1
Orange,7182,Board of Equalization,4,REP,JOEL ANDERSON,644,440,13,191
Orange,7182,Board of Equalization,4,DEM,MIKE SCHAEFER,653,415,4,234
Orange,7183,Board of Equalization,4,REP,JOEL ANDERSON,0,0,0,0
Orange,7183,Board of Equalization,4,DEM,MIKE SCHAEFER,1,1,0,0
Orange,7184,Board of Equalization,4,REP,JOEL ANDERSON,191,109,3,79
Orange,7184,Board of Equalization,4,DEM,MIKE SCHAEFER,159,97,1,61
Orange,7185,Board of Equalization,4,REP,JOEL ANDERSON,54,34,4,16
Orange,7185,Board of Equalization,4,DEM,MIKE SCHAEFER,148,101,1,46
Orange,7186,Board of Equalization,4,REP,JOEL ANDERSON,88,56,0,32
Orange,7186,Board of Equalization,4,DEM,MIKE SCHAEFER,84,55,3,26
Orange,7187,Board of Equalization,4,REP,JOEL ANDERSON,41,40,1,0
Orange,7187,Board of Equalization,4,DEM,MIKE SCHAEFER,42,36,1,5
Orange,7701,Board of Equalization,4,REP,JOEL ANDERSON,82,47,2,33
Orange,7701,Board of Equalization,4,DEM,MIKE SCHAEFER,79,55,0,24
Orange,10316,Board of Equalization,4,REP,JOEL ANDERSON,594,343,3,248
Orange,10316,Board of Equalization,4,DEM,MIKE SCHAEFER,469,273,6,190
Orange,10317,Board of Equalization,4,REP,JOEL ANDERSON,479,316,1,162
Orange,10317,Board of Equalization,4,DEM,MIKE SCHAEFER,532,365,2,165
Orange,10319,Board of Equalization,4,REP,JOEL ANDERSON,457,285,5,167
Orange,10319,Board of Equalization,4,DEM,MIKE SCHAEFER,428,258,2,168
Orange,10320,Board of Equalization,4,REP,JOEL ANDERSON,746,520,3,223
Orange,10320,Board of Equalization,4,DEM,MIKE SCHAEFER,686,463,8,215
Orange,10325,Board of Equalization,4,REP,JOEL ANDERSON,529,354,2,173
Orange,10325,Board of Equalization,4,DEM,MIKE SCHAEFER,399,258,9,132
Orange,10333,Board of Equalization,4,REP,JOEL ANDERSON,326,185,1,140
Orange,10333,Board of Equalization,4,DEM,MIKE SCHAEFER,249,156,5,88
Orange,10337,Board of Equalization,4,REP,JOEL ANDERSON,751,496,1,254
Orange,10337,Board of Equalization,4,DEM,MIKE SCHAEFER,666,419,6,241
Orange,10338,Board of Equalization,4,REP,JOEL ANDERSON,387,276,4,107
Orange,10338,Board of Equalization,4,DEM,MIKE SCHAEFER,225,158,1,66
Orange,10339,Board of Equalization,4,REP,JOEL ANDERSON,422,272,2,148
Orange,10339,Board of Equalization,4,DEM,MIKE SCHAEFER,398,264,1,133
Orange,10340,Board of Equalization,4,REP,JOEL ANDERSON,567,372,4,191
Orange,10340,Board of Equalization,4,DEM,MIKE SCHAEFER,581,368,9,204
Orange,10342,Board of Equalization,4,REP,JOEL ANDERSON,0,0,0,0
Orange,10342,Board of Equalization,4,DEM,MIKE SCHAEFER,0,0,0,0
Orange,10343,Board of Equalization,4,REP,JOEL ANDERSON,0,0,0,0
Orange,10343,Board of Equalization,4,DEM,MIKE SCHAEFER,0,0,0,0
Orange,10361,Board of Equalization,4,REP,JOEL ANDERSON,518,317,4,197
Orange,10361,Board of Equalization,4,DEM,MIKE SCHAEFER,493,308,6,179
Orange,10362,Board of Equalization,4,REP,JOEL ANDERSON,214,133,1,80
Orange,10362,Board of Equalization,4,DEM,MIKE SCHAEFER,193,116,3,74
Orange,10364,Board of Equalization,4,REP,JOEL ANDERSON,340,202,3,135
Orange,10364,Board of Equalization,4,DEM,MIKE SCHAEFER,457,285,0,172
Orange,10374,Board of Equalization,4,REP,JOEL ANDERSON,65,40,0,25
Orange,10374,Board of Equalization,4,DEM,MIKE SCHAEFER,86,64,0,22
Orange,10379,Board of Equalization,4,REP,JOEL ANDERSON,195,117,2,76
Orange,10379,Board of Equalization,4,DEM,MIKE SCHAEFER,133,77,1,55
Orange,10380,Board of Equalization,4,REP,JOEL ANDERSON,678,463,7,208
Orange,10380,Board of Equalization,4,DEM,MIKE SCHAEFER,478,294,2,182
Orange,10383,Board of Equalization,4,REP,JOEL ANDERSON,27,27,0,0
Orange,10383,Board of Equalization,4,DEM,MIKE SCHAEFER,32,30,2,0
Orange,10388,Board of Equalization,4,REP,JOEL ANDERSON,245,142,0,103
Orange,10388,Board of Equalization,4,DEM,MIKE SCHAEFER,192,118,1,73
Orange,10701,Board of Equalization,4,REP,JOEL ANDERSON,549,356,3,190
Orange,10701,Board of Equalization,4,DEM,MIKE SCHAEFER,436,271,1,164
Orange,11041,Board of Equalization,4,REP,JOEL ANDERSON,702,462,5,235
Orange,11041,Board of Equalization,4,DEM,MIKE SCHAEFER,614,369,5,240
Orange,11043,Board of Equalization,4,REP,JOEL ANDERSON,425,279,5,141
Orange,11043,Board of Equalization,4,DEM,MIKE SCHAEFER,352,205,1,146
Orange,11075,Board of Equalization,4,REP,JOEL ANDERSON,37,37,0,0
Orange,11075,Board of Equalization,4,DEM,MIKE SCHAEFER,32,32,0,0
Orange,11351,Board of Equalization,4,REP,JOEL ANDERSON,631,425,3,203
Orange,11351,Board of Equalization,4,DEM,MIKE SCHAEFER,545,362,7,176
Orange,11354,Board of Equalization,4,REP,JOEL ANDERSON,222,146,2,74
Orange,11354,Board of Equalization,4,DEM,MIKE SCHAEFER,244,133,4,107
Orange,11355,Board of Equalization,4,REP,JOEL ANDERSON,458,259,3,196
Orange,11355,Board of Equalization,4,DEM,MIKE SCHAEFER,542,326,6,210
Orange,11357,Board of Equalization,4,REP,JOEL ANDERSON,19,19,0,0
Orange,11357,Board of Equalization,4,DEM,MIKE SCHAEFER,6,6,0,0
Orange,11360,Board of Equalization,4,REP,JOEL ANDERSON,9,9,0,0
Orange,11360,Board of Equalization,4,DEM,MIKE SCHAEFER,9,9,0,0
Orange,11362,Board of Equalization,4,REP,JOEL ANDERSON,90,49,0,41
Orange,11362,Board of Equalization,4,DEM,MIKE SCHAEFER,96,49,1,46
Orange,13030,Board of Equalization,4,REP,JOEL ANDERSON,5,4,0,1
Orange,13030,Board of Equalization,4,DEM,MIKE SCHAEFER,20,16,3,1
Orange,13031,Board of Equalization,4,REP,JOEL ANDERSON,2,2,0,0
Orange,13031,Board of Equalization,4,DEM,MIKE SCHAEFER,1,1,0,0
Orange,13032,Board of Equalization,4,REP,JOEL ANDERSON,58,39,0,19
Orange,13032,Board of Equalization,4,DEM,MIKE SCHAEFER,112,68,1,43
Orange,13033,Board of Equalization,4,REP,JOEL ANDERSON,154,83,6,65
Orange,13033,Board of Equalization,4,DEM,MIKE SCHAEFER,241,140,6,95
Orange,13035,Board of Equalization,4,REP,JOEL ANDERSON,57,52,1,4
Orange,13035,Board of Equalization,4,DEM,MIKE SCHAEFER,90,82,3,5
Orange,13036,Board of Equalization,4,REP,JOEL ANDERSON,16,16,0,0
Orange,13036,Board of Equalization,4,DEM,MIKE SCHAEFER,44,40,0,4
Orange,13038,Board of Equalization,4,REP,JOEL ANDERSON,645,405,18,222
Orange,13038,Board of Equalization,4,DEM,MIKE SCHAEFER,724,447,41,236
Orange,13041,Board of Equalization,4,REP,JOEL ANDERSON,736,513,13,210
Orange,13041,Board of Equalization,4,DEM,MIKE SCHAEFER,475,295,20,160
Orange,13042,Board of Equalization,4,REP,JOEL ANDERSON,177,115,5,57
Orange,13042,Board of Equalization,4,DEM,MIKE SCHAEFER,242,159,4,79
Orange,13043,Board of Equalization,4,REP,JOEL ANDERSON,295,156,1,138
Orange,13043,Board of Equalization,4,DEM,MIKE SCHAEFER,737,374,26,337
Orange,13044,Board of Equalization,4,REP,JOEL ANDERSON,306,172,4,130
Orange,13044,Board of Equalization,4,DEM,MIKE SCHAEFER,435,219,9,207
Orange,13047,Board of Equalization,4,REP,JOEL ANDERSON,482,280,10,192
Orange,13047,Board of Equalization,4,DEM,MIKE SCHAEFER,671,383,25,263
Orange,13057,Board of Equalization,4,REP,JOEL ANDERSON,371,224,12,135
Orange,13057,Board of Equalization,4,DEM,MIKE SCHAEFER,374,220,8,146
Orange,13061,Board of Equalization,4,REP,JOEL ANDERSON,65,41,2,22
Orange,13061,Board of Equalization,4,DEM,MIKE SCHAEFER,155,105,2,48
Orange,13062,Board of Equalization,4,REP,JOEL ANDERSON,570,383,16,171
Orange,13062,Board of Equalization,4,DEM,MIKE SCHAEFER,405,250,15,140
Orange,13063,Board of Equalization,4,REP,JOEL ANDERSON,1072,696,16,360
Orange,13063,Board of Equalization,4,DEM,MIKE SCHAEFER,597,365,24,208
Orange,13064,Board of Equalization,4,REP,JOEL ANDERSON,24,23,0,1
Orange,13064,Board of Equalization,4,DEM,MIKE SCHAEFER,58,49,3,6
Orange,13065,Board of Equalization,4,REP,JOEL ANDERSON,399,257,6,136
Orange,13065,Board of Equalization,4,DEM,MIKE SCHAEFER,696,389,32,275
Orange,13069,Board of Equalization,4,REP,JOEL ANDERSON,205,108,4,93
Orange,13069,Board of Equalization,4,DEM,MIKE SCHAEFER,485,276,21,188
Orange,13076,Board of Equalization,4,REP,JOEL ANDERSON,157,90,7,60
Orange,13076,Board of Equalization,4,DEM,MIKE SCHAEFER,223,141,4,78
Orange,13077,Board of Equalization,4,REP,JOEL ANDERSON,479,293,9,177
Orange,13077,Board of Equalization,4,DEM,MIKE SCHAEFER,361,210,7,144
Orange,13078,Board of Equalization,4,REP,JOEL ANDERSON,201,120,8,73
Orange,13078,Board of Equalization,4,DEM,MIKE SCHAEFER,359,215,8,136
Orange,13080,Board of Equalization,4,REP,JOEL ANDERSON,560,344,10,206
Orange,13080,Board of Equalization,4,DEM,MIKE SCHAEFER,584,356,21,207
Orange,13082,Board of Equalization,4,REP,JOEL ANDERSON,967,581,16,370
Orange,13082,Board of Equalization,4,DEM,MIKE SCHAEFER,647,378,21,248
Orange,13086,Board of Equalization,4,REP,JOEL ANDERSON,750,425,10,315
Orange,13086,Board of Equalization,4,DEM,MIKE SCHAEFER,466,234,9,223
Orange,13096,Board of Equalization,4,REP,JOEL ANDERSON,531,394,7,130
